text,context_class,relevance_level,primary_label,secondary_label,tertiary_label,source_page,matched_general_terms,matched_specific_terms,score,source,word_len,char_len,level_weight,length_quality,selection_score
"Fundamentally, education socializes children into society by teaching cultural values and norms . It equips them with the skills needed to become productive members of society. This way, it stimulates economic growth and raises awareness of local and global problems . For example, governments set education policies to determine when school classes happen, what is taught, and who can or must attend.",society_culture,primary,education,,,Education,"education, social, society","education, school, teaching",15.5,wikipedia,62,401,3,6.0,48.599
"Religion is a modern concept and not a universal concept across history, cultures or languages. Some argue that regardless of its definition, it is not appropriate to apply the term religion to non-Western cultures, while some followers of various faiths rebuke using the word to describe their own belief system. Many cultures around the world lack or reject distinctions between the natural and supernatural.",society_culture,primary,religion,,,Religion,"culture, language, religion","belief, faith, religion",15.5,wikipedia,64,410,3,6.0,48.59
"Customary celebrations and lifestyles are among the traditions that are sought to be preserved. Likewise, the concept of tradition has been used to defend the preservation and reintroduction of minority languages such as Cornish under the auspices of the European Charter for Regional or Minority Languages . Specifically, the charter holds that these languages ""contribute to the maintenance and development of Europe's cultural wealth and traditions"".",society_culture,primary,culture,,,Tradition,"custom, language, tradition","cultural, custom, tradition",15.5,wikipedia,66,453,3,5.0,47.047
"Similarly, the discipline widens the concept of culture. Culture, for a cultural-studies researcher, not only includes traditional high culture (the culture of the ruling social groups) and popular culture , but also everyday meanings and practices. The last two, in fact, have become the main focus of cultural studies. A further and recent approach is comparative cultural studies , based on the disciplines of comparative literature and cultural studies.",society_culture,primary,culture,,,Culture,"culture, social, tradition","cultural, culture, tradition",15.5,wikipedia,69,457,3,5.0,47.043
"Philosophy of religion uses philosophical tools to evaluate religious claims and doctrines. Western philosophy has traditionally been employed by English speaking scholars. (Some other cultures have their own philosophical traditions including Indian , Muslim , and Jewish .) Common issues considered by the (Western) philosophy of religion are the existence of God , belief and rationality, cosmology , and logical inferences of logical consistency from sacred texts.",society_culture,primary,religion,,,Religious_studies,"culture, religion, tradition","belief, religion, religious",15.5,wikipedia,67,468,3,5.0,47.032
"However, there have been many attempts in the modern pluralistic situation to distinguish culture from religion. Domenic Marbaniang has argued that elements grounded on beliefs of a metaphysical nature (religious) are distinct from elements grounded on nature and the natural (cultural). For instance, language (with its grammar) is a cultural element while sacralization of language in which a particular religious scripture is written is more often a religious practice.",society_culture,primary,religion,,,Religion,"culture, language, religion","belief, religion, religious",15.5,wikipedia,69,472,3,5.0,47.028
"A number of factors can exacerbate the loss of tradition, including industrialization, globalization , and the assimilation or marginalization of specific cultural groups. Customary celebrations and lifestyles are among the traditions that are sought to be preserved. Likewise, the concept of tradition has been used to defend the preservation and reintroduction of minority languages such as Cornish under the auspices of the European Charter for Regional or Minority Languages .",society_culture,primary,culture,,,Tradition,"custom, language, tradition","cultural, custom, tradition",15.5,wikipedia,70,480,3,5.0,47.02
"Many American anthropologists adopted his agenda for social reform, and theories of race continue to be popular subjects for anthropologists today. The so-called ""Four Field Approach"" has its origins in Boasian Anthropology, dividing the discipline into the four crucial and interrelated fields of sociocultural, biological, linguistic, and archeological anthropology (e.g., archaeology). Anthropology in the United States continues to be deeply influenced by the Boasian tradition, especially its emphasis on culture.",society_culture,primary,culture,,,Cultural_anthropology,"culture, social, tradition","cultural, culture, tradition",15.5,wikipedia,70,518,3,5.0,46.982
"The study of religion comprises a wide variety of academic disciplines, including theology , philosophy of religion , comparative religion , and social scientific studies. Theories about religion offer various explanations for its origins and workings, including the ontological foundations of religious being and belief.",society_culture,primary,religion,,,Religion,"religion, social","belief, religion, religious",15.1,wikipedia,45,321,3,6.0,47.879000000000005
"However, emerging research reveals that educational attainment (e.g., years of schooling) does not perfectly correlate with literacy. Literacy tests show that in many low-income countries, a large proportion of students who have attended two years of primary school cannot read a single word.",society_culture,primary,education,,,Literacy,education,"education, literacy, school, students",15.0,wikipedia,43,292,3,6.0,47.708
"Schools are organized spaces purposed for teaching and learning. The classrooms where teachers teach and students learn are of central importance. Classrooms may be specialized for certain subjects, such as laboratory classrooms for science education and workshops for industrial arts education.",society_culture,primary,education,,,School,education,"education, school, students, teaching",15.0,wikipedia,41,295,3,6.0,47.705
"However, many contemporary scholars of theology do not assume such a dichotomy. Instead, scholars now understand theology as a methodology in the study of religion, an approach that focuses on the religious content of any community they might study. This includes the study of their beliefs, literatures, stories and practices.",society_culture,primary,religion,,,Religious_studies,"community, religion","belief, religion, religious",14.8,wikipedia,50,327,3,6.0,47.273
"African traditional religion encompasses the traditional religious beliefs of people in Africa. Southern African traditions include Akamba mythology , Masai mythology , Malagasy mythology , San religion , Lozi mythology , Tumbuka mythology , and Zulu mythology . Bantu mythology is found throughout central, southeast, and southern Africa.",society_culture,primary,religion,,,Religion,"religion, tradition","belief, religion, religious",14.8,wikipedia,48,339,3,6.0,47.261
"Influenced by the German tradition, Boas argued that the world was full of distinct cultures, rather than societies whose evolution could be measured by the extent of ""civilization"" they had. He believed that each culture has to be studied in its particularity, and argued that cross-cultural generalizations, like those made in the natural sciences , were not possible.",society_culture,primary,culture,,,Cultural_anthropology,"culture, tradition","cultural, culture, tradition",14.8,wikipedia,58,370,3,6.0,47.230000000000004
"One of its central concepts is halakha , meaning the walk or path sometimes translated as law, which guides religious practice and belief and many aspects of daily life. Even though the beliefs and traditions of Judaism are found in the ancient world, ancient Jews saw Jewish identity as being about an ethnic or national identity and did not entail a compulsory belief system or regulated rituals.",society_culture,primary,religion,,,Religion,"identity, tradition","belief, religious, ritual",14.8,wikipedia,67,398,3,6.0,47.202
"African traditional religion encompasses the traditional religious beliefs of people in Africa. Southern African traditions include Akamba mythology , Masai mythology , Malagasy mythology , San religion , Lozi mythology , Tumbuka mythology , and Zulu mythology . Bantu mythology is found throughout central, southeast, and southern Africa. In north Africa, these traditions include Berber and ancient Egyptian .",society_culture,primary,religion,,,Religion,"religion, tradition","belief, religion, religious",14.8,wikipedia,59,411,3,6.0,47.189
"Science acknowledges reason and empirical evidence ; and religions include revelation , faith and sacredness whilst also acknowledging philosophical and metaphysical explanations with regard to the study of the universe. Both science and religion are not monolithic, timeless, or static because both are complex social and cultural endeavors that have changed through time across languages and cultures.",society_culture,primary,religion,,,Religion,"culture, language, religion, social","faith, religion",14.6,wikipedia,57,403,3,6.0,46.797000000000004
"Similarly, the discipline widens the concept of culture. Culture, for a cultural-studies researcher, not only includes traditional high culture (the culture of the ruling social groups) and popular culture , but also everyday meanings and practices.",society_culture,primary,culture,,,Culture,"culture, social, tradition","cultural, culture, tradition",14.5,wikipedia,36,249,3,6.0,46.751
"Culture, for a cultural-studies researcher, not only includes traditional high culture (the culture of the ruling social groups) and popular culture , but also everyday meanings and practices. The last two, in fact, have become the main focus of cultural studies.",society_culture,primary,culture,,,Culture,"culture, social, tradition","cultural, culture, tradition",14.5,wikipedia,41,263,3,6.0,46.737
"Jones became rector of Llanddowror in 1716 and remained there for the rest of his life. He organized and introduced a Welsh language-circulating school system, which was attractive and effective for Welsh speakers, while also teaching them English, which gave them access to broader educational sources.",society_culture,primary,education,,,Literacy,"education, language","education, school, teaching",14.5,wikipedia,46,303,3,6.0,46.697
"The legal protection of tradition includes a number of international agreements and national laws. In addition to the fundamental protection of cultural property, there is also cooperation between the United Nations , UNESCO and Blue Shield International in the protection or recording of traditions and customs.",society_culture,primary,culture,,,Tradition,"custom, tradition","cultural, custom, tradition",14.5,wikipedia,46,312,3,6.0,46.688
"Some argue that regardless of its definition, it is not appropriate to apply the term religion to non-Western cultures, while some followers of various faiths rebuke using the word to describe their own belief system. Many cultures around the world lack or reject distinctions between the natural and supernatural.",society_culture,primary,religion,,,Religion,"culture, religion","belief, faith, religion",14.5,wikipedia,49,314,3,6.0,46.686
"Religion is more complex and is often composed of social institutions and has a moral aspect. Some religions may include superstitions or make use of magical thinking. Adherents of one religion sometimes think of other religions as superstition. Some atheists , deists , and skeptics regard religious belief as superstition.",society_culture,primary,religion,,,Religion,"religion, social","belief, religion, religious",14.5,wikipedia,50,324,3,6.0,46.676
"It is also the product of the dominant Western religious mode, what is called the Judeo-Christian climate or, more accurately, the theistic inheritance from Judaism, Christianity, and Islam. The theistic form of belief in this tradition, even when downgraded culturally, is formative of the dichotomous Western view of religion.",society_culture,primary,religion,,,Religion,"religion, tradition","belief, religion, religious",14.5,wikipedia,49,328,3,6.0,46.672
"Cultural change , or repositioning, is the reconstruction of a cultural concept of a society. Cultures are internally affected by both forces encouraging change and forces resisting change. Cultures are externally affected via contact between societies. Organizations such as UNESCO attempt to preserve culture and cultural heritage .",society_culture,primary,culture,,,Culture,"culture, society","cultural, culture, heritage",14.5,wikipedia,48,334,3,6.0,46.666
"The practices of a religion may include rituals , sermons , commemoration or veneration of a deity (god or goddess ), sacrifices , festivals , feasts , trances , initiations , funerary services , matrimonial services , meditation , prayer , religious music , religious art , sacred dance , public service , or other aspects of human culture.",society_culture,primary,religion,,,Religion,"culture, religion","religion, religious, ritual",14.5,wikipedia,59,341,3,6.0,46.659
"The Charter goes on to call for ""the use or adoption... of traditional and correct forms of place-names in regional or minority languages"". Similarly, UNESCO includes both ""oral tradition"" and ""traditional manifestations"" in its definition of a country's cultural properties and heritage. So therefore it works to preserve tradition in countries such as Brazil.",society_culture,primary,culture,,,Tradition,"language, tradition","cultural, heritage, tradition",14.5,wikipedia,54,361,3,6.0,46.639
"In homeschooling and distance education , teaching and learning take place independent from the institution of school or in a virtual school outside a traditional school building, respectively. Schools are organized in several different organizational models , including departmental, small learning communities, academies, integrated, and schools-within-a-school.",society_culture,primary,education,,,School,"education, tradition","education, school, teaching",14.5,wikipedia,46,364,3,6.0,46.636
"In Roman juridical and religious usage, ritus was the proven way ( mos ) of doing something, or ""correct performance, custom"". The original concept of ritus may be related to the Sanskrit ṛtá (""visible order)"" in Vedic religion , ""the lawful and regular order of the normal, and therefore proper, natural and true structure of cosmic, worldly, human and ritual events"".",society_culture,primary,religion,,,Ritual,"custom, religion","religion, religious, ritual",14.5,wikipedia,61,369,3,6.0,46.631
"The so-called ""Four Field Approach"" has its origins in Boasian Anthropology, dividing the discipline into the four crucial and interrelated fields of sociocultural, biological, linguistic, and archeological anthropology (e.g., archaeology). Anthropology in the United States continues to be deeply influenced by the Boasian tradition, especially its emphasis on culture.",society_culture,primary,culture,,,Cultural_anthropology,"culture, tradition","cultural, culture, tradition",14.5,wikipedia,49,370,3,6.0,46.63
"Religions of pre-industrial peoples, or cultures in development, are similarly called myths in the anthropology of religion . The term myth can be used pejoratively by both religious and non-religious people. By defining another person's religious stories and beliefs as mythology, one implies that they are less real or true than one's own religious stories and beliefs.",society_culture,primary,religion,,,Religion,"culture, religion","belief, religion, religious",14.5,wikipedia,57,371,3,6.0,46.629
"In many countries, concerted attempts are being made to preserve traditions that are at risk of being lost. A number of factors can exacerbate the loss of tradition, including industrialization, globalization , and the assimilation or marginalization of specific cultural groups. Customary celebrations and lifestyles are among the traditions that are sought to be preserved.",society_culture,primary,culture,,,Tradition,"custom, tradition","cultural, custom, tradition",14.5,wikipedia,55,375,3,6.0,46.625
"The phrase "" traditional cultural expressions "" is used by the World Intellectual Property Organization to refer to ""any form of artistic and literary expression in which traditional culture and knowledge are embodied. They are transmitted from one generation to the next, and include handmade textiles, paintings, stories, legends, ceremonies, music, songs, rhythms and dance.""",society_culture,primary,culture,,,Tradition,"culture, tradition","cultural, culture, tradition",14.5,wikipedia,55,378,3,6.0,46.622
"Instead, scholars now understand theology as a methodology in the study of religion, an approach that focuses on the religious content of any community they might study. This includes the study of their beliefs, literatures, stories and practices.",society_culture,primary,religion,,,Religious_studies,"community, religion","belief, religion, religious",13.8,wikipedia,38,247,3,6.0,45.353
"Following the last Soviet mission to the Moon of 1976, there was little further lunar exploration for fourteen years. Astronautics had shifted its focus towards the exploration of the inner (e.g. Pioneer 10 , 1972) Solar System planets , but also towards Earth orbit , developing and continuously operating, beside communication satellites , Earth observation satellites (e.g. Landsat program , 1972), space telescopes and particularly space stations (e.g.",space_astronomy,primary,solar_system,,,Moon,"mission, moon, orbit, planet, satellite, space, telescope","moon, orbit, planet, solar system",22.0,wikipedia,68,456,3,5.0,60.044
"Many objects in the solar system do not orbit the Sun directly and are instead natural satellites , commonly called 'moons', of larger bodies. These can be found throughout the Solar System in sizes from planetary-mass moons at their largest to much less massive moonlets at their smallest.",space_astronomy,primary,solar_system,,,Solar_System,"moon, orbit, planet, satellite","moon, orbit, planet, solar system, sun",21.8,wikipedia,48,290,3,6.0,61.31
"Many objects in the solar system do not orbit the Sun directly and are instead natural satellites , commonly called 'moons', of larger bodies. These can be found throughout the Solar System in sizes from planetary-mass moons at their largest to much less massive moonlets at their smallest. The largest two moons ( Ganymede of Jupiter and Titan of Saturn) are larger (though less massive) than the smallest planet (Mercury), while the seven most massive, which includes Earth's Moon , are more massive and larger than any of the dwarf planets.",space_astronomy,primary,solar_system,,,Solar_System,"moon, orbit, planet, satellite","moon, orbit, planet, solar system, sun",21.8,wikipedia,91,543,3,2.5,55.807
"In extreme cases, this creates a quasar , some of the brightest objects in the universe. Merging black holes can be detected by the gravitational waves they emit. If stars are orbiting a black hole, their motions can be used to determine the black hole's mass and location. In this way, astronomers have identified numerous stellar black hole candidates in binary systems and established that the radio source known as Sagittarius A* , at the core of the Milky Way galaxy, contains a supermassive black hole of about 4.3 million solar masses .",space_astronomy,primary,stars_and_galaxies,,,Black_hole,"galaxy, orbit, star, universe","black hole, galaxy, milky way, star, stellar",21.8,wikipedia,93,543,3,2.5,55.807
"The smallest known planet orbiting a main-sequence star other than the Sun is Kepler-37b , with a mass (and radius) that is probably slightly higher than that of the Moon. The smallest object in the Solar System generally agreed to be a geophysical planet is Saturn's moon Mimas, with a radius about 3.1% of Earth's and a mass about 0.00063% of Earth's.",space_astronomy,primary,solar_system,,,Planet,"moon, orbit, planet, star","moon, orbit, planet, solar system, sun",21.5,wikipedia,62,353,3,6.0,60.647
"The planets and other large objects in orbit around the Sun lie near the invariable plane of the Solar System , as does Earth's orbit, known as the ecliptic , and most closely the orbit of Jupiter, with an inclination to it of 0.3219°. Smaller icy objects such as comets frequently orbit at significantly greater angles to this plane. Most of the planets in the Solar System have secondary systems of their own, being orbited by natural satellites called moons.",space_astronomy,primary,solar_system,,,Solar_System,"moon, orbit, planet, satellite","moon, orbit, planet, solar system, sun",21.5,wikipedia,80,461,3,4.0,57.539
"The principal component of the Solar System is the Sun, a G-type main-sequence star that contains 99.86% of the system's known mass and dominates it gravitationally. The Sun's four largest orbiting bodies, the giant planets, account for 99% of the remaining mass, with Jupiter and Saturn together comprising more than 90%. The remaining objects of the Solar System (including the four terrestrial planets, the dwarf planets, moons, asteroids , and comets) together comprise less than 0.002% of the Solar System's total mass.",space_astronomy,primary,solar_system,,,Solar_System,"moon, orbit, planet, star","moon, orbit, planet, solar system, sun",21.5,wikipedia,82,524,3,4.0,57.476
"Even smaller is WD 1145+017 b , orbiting a white dwarf; its mass is roughly that of the dwarf planet Haumea, and it is typically termed a minor planet. The smallest known planet orbiting a main-sequence star other than the Sun is Kepler-37b , with a mass (and radius) that is probably slightly higher than that of the Moon. The smallest object in the Solar System generally agreed to be a geophysical planet is Saturn's moon Mimas, with a radius about 3.1% of Earth's and a mass about 0.00063% of Earth's.",space_astronomy,primary,solar_system,,,Planet,"moon, orbit, planet, star","moon, orbit, planet, solar system, sun",21.5,wikipedia,91,505,3,2.5,55.245
"Its mass is roughly half that of the planet Mercury. Even smaller is WD 1145+017 b , orbiting a white dwarf; its mass is roughly that of the dwarf planet Haumea, and it is typically termed a minor planet. The smallest known planet orbiting a main-sequence star other than the Sun is Kepler-37b , with a mass (and radius) that is probably slightly higher than that of the Moon. The smallest object in the Solar System generally agreed to be a geophysical planet is Saturn's moon Mimas, with a radius about 3.1% of Earth's and a mass about 0.00063% of Earth's.",space_astronomy,primary,solar_system,,,Planet,"moon, orbit, planet, star","moon, orbit, planet, solar system, sun",21.5,wikipedia,101,558,3,1.0,52.942
"The planets and other large objects in orbit around the Sun lie near the invariable plane of the Solar System , as does Earth's orbit, known as the ecliptic , and most closely the orbit of Jupiter, with an inclination to it of 0.3219°. Smaller icy objects such as comets frequently orbit at significantly greater angles to this plane. Most of the planets in the Solar System have secondary systems of their own, being orbited by natural satellites called moons. All of the largest natural satellites are in synchronous rotation , with one face permanently turned toward their parent.",space_astronomy,primary,solar_system,,,Solar_System,"moon, orbit, planet, satellite","moon, orbit, planet, solar system, sun",21.5,wikipedia,99,583,3,1.0,52.917
"The smallest known planet orbiting a main-sequence star other than the Sun is Kepler-37b , with a mass (and radius) that is probably slightly higher than that of the Moon. The smallest object in the Solar System generally agreed to be a geophysical planet is Saturn's moon Mimas, with a radius about 3.1% of Earth's and a mass about 0.00063% of Earth's. Saturn's smaller moon Phoebe , currently an irregular body of 1.7% Earth's radius and 0.00014% Earth's mass, is thought to have attained hydrostatic equilibrium and differentiation early in its history before being battered out of shape by impacts.",space_astronomy,primary,solar_system,,,Planet,"moon, orbit, planet, star","moon, orbit, planet, solar system, sun",21.5,wikipedia,100,602,3,1.0,52.898
"If stars are orbiting a black hole, their motions can be used to determine the black hole's mass and location. In this way, astronomers have identified numerous stellar black hole candidates in binary systems and established that the radio source known as Sagittarius A* , at the core of the Milky Way galaxy, contains a supermassive black hole of about 4.3 million solar masses .",space_astronomy,primary,stars_and_galaxies,,,Black_hole,"galaxy, orbit, star","black hole, galaxy, milky way, star, stellar",20.8,wikipedia,65,380,3,6.0,59.22
"Merging black holes can be detected by the gravitational waves they emit. If stars are orbiting a black hole, their motions can be used to determine the black hole's mass and location. In this way, astronomers have identified numerous stellar black hole candidates in binary systems and established that the radio source known as Sagittarius A* , at the core of the Milky Way galaxy, contains a supermassive black hole of about 4.3 million solar masses .",space_astronomy,primary,stars_and_galaxies,,,Black_hole,"galaxy, orbit, star","black hole, galaxy, milky way, star, stellar",20.8,wikipedia,77,454,3,4.0,56.146
"As a comparison, the neighboring Andromeda Galaxy contains an estimated one trillion (10 12 ) stars. The Milky Way may contain ten billion white dwarfs , a billion neutron stars , and a hundred million stellar black holes . Filling the space between the stars is a disk of gas and dust called the interstellar medium .",space_astronomy,primary,stars_and_galaxies,,,Milky_Way,"galaxy, space, star","black hole, galaxy, milky way, star, stellar",20.5,wikipedia,57,318,3,6.0,58.682
"The Sun's four largest orbiting bodies, the giant planets, account for 99% of the remaining mass, with Jupiter and Saturn together comprising more than 90%. The remaining objects of the Solar System (including the four terrestrial planets, the dwarf planets, moons, asteroids , and comets) together comprise less than 0.002% of the Solar System's total mass.",space_astronomy,primary,solar_system,,,Solar_System,"moon, orbit, planet","moon, orbit, planet, solar system, sun",20.5,wikipedia,56,358,3,6.0,58.642
"As a result of the formation of the Solar System , planets and most other objects orbit the Sun in the same direction that the Sun is rotating. That is, counter-clockwise, as viewed from above Earth's north pole. There are exceptions, such as Halley's Comet . Most of the larger moons orbit their planets in prograde direction, matching the direction of planetary rotation; Neptune's moon Triton is the largest to orbit in the opposite, retrograde manner.",space_astronomy,primary,solar_system,,,Solar_System,"moon, orbit, planet","moon, orbit, planet, solar system, sun",20.5,wikipedia,76,455,3,4.0,55.545
"The outer region of the Solar System is home to the giant planets and their large moons. The centaurs and many short-period comets orbit in this region. Due to their greater distance from the Sun, the solid objects in the outer Solar System contain a higher proportion of volatiles such as water, ammonia, and methane, than planets of the inner Solar System because their lower temperatures allow these compounds to remain solid, without significant sublimation .",space_astronomy,primary,solar_system,,,Solar_System,"moon, orbit, planet","moon, orbit, planet, solar system, sun",20.5,wikipedia,76,463,3,4.0,55.537
"The Milky Way contains between 100 and 400 billion stars and at least that many planets. An exact figure would depend on counting the number of very-low-mass stars, which are difficult to detect, especially at distances of more than 300 ly (90 pc) from the Sun. As a comparison, the neighboring Andromeda Galaxy contains an estimated one trillion (10 12 ) stars. The Milky Way may contain ten billion white dwarfs , a billion neutron stars , and a hundred million stellar black holes .",space_astronomy,primary,stars_and_galaxies,,,Milky_Way,"galaxy, planet, star","black hole, galaxy, milky way, star, stellar",20.5,wikipedia,85,485,3,4.0,55.515
"An exact figure would depend on counting the number of very-low-mass stars, which are difficult to detect, especially at distances of more than 300 ly (90 pc) from the Sun. As a comparison, the neighboring Andromeda Galaxy contains an estimated one trillion (10 12 ) stars. The Milky Way may contain ten billion white dwarfs , a billion neutron stars , and a hundred million stellar black holes . Filling the space between the stars is a disk of gas and dust called the interstellar medium .",space_astronomy,primary,stars_and_galaxies,,,Milky_Way,"galaxy, space, star","black hole, galaxy, milky way, star, stellar",20.5,wikipedia,87,491,3,4.0,55.509
"As a comparison, the neighboring Andromeda Galaxy contains an estimated one trillion (10 12 ) stars. The Milky Way may contain ten billion white dwarfs , a billion neutron stars , and a hundred million stellar black holes . Filling the space between the stars is a disk of gas and dust called the interstellar medium . This disk has at least a comparable extent in radius to the stars, whereas the thickness of the gas layer ranges from hundreds of light-years for the colder gas to thousands of light-years for the warmer gas.",space_astronomy,primary,stars_and_galaxies,,,Milky_Way,"galaxy, space, star","black hole, galaxy, milky way, star, stellar",20.5,wikipedia,94,527,3,2.5,53.223
"Following the last Soviet mission to the Moon of 1976, there was little further lunar exploration for fourteen years. Astronautics had shifted its focus towards the exploration of the inner (e.g. Pioneer 10 , 1972) Solar System planets , but also towards Earth orbit , developing and continuously operating, beside communication satellites , Earth observation satellites (e.g.",space_astronomy,primary,solar_system,,,Moon,"mission, moon, orbit, planet, satellite","moon, orbit, planet, solar system",20.0,wikipedia,57,376,3,6.0,57.624
"An exact figure would depend on counting the number of very-low-mass stars, which are difficult to detect, especially at distances of more than 300 ly (90 pc) from the Sun. As a comparison, the neighboring Andromeda Galaxy contains an estimated one trillion (10 12 ) stars. The Milky Way may contain ten billion white dwarfs , a billion neutron stars , and a hundred million stellar black holes .",space_astronomy,primary,stars_and_galaxies,,,Milky_Way,"galaxy, star","black hole, galaxy, milky way, star, stellar",19.5,wikipedia,69,396,3,6.0,56.604
"The Moon has historically been identified as a classical planet , in the original sense of a wandering object in the sky. When Galileo discovered satellites orbiting Jupiter, he named them 'moons' because, like the Moon, they can be considered planets orbiting another planet. : 7 Some experts hold to a geophysical definition that classifies moons as planets that orbit the Sun while incidentally orbiting another planet.",space_astronomy,primary,solar_system,,,Moon,"moon, orbit, planet, satellite","moon, orbit, planet, sun",19.3,wikipedia,67,422,3,5.0,54.678000000000004
"Other natural satellites of planets are called 'moons', with a lower-case ""m"". The Moon has historically been identified as a classical planet , in the original sense of a wandering object in the sky. When Galileo discovered satellites orbiting Jupiter, he named them 'moons' because, like the Moon, they can be considered planets orbiting another planet. : 7 Some experts hold to a geophysical definition that classifies moons as planets that orbit the Sun while incidentally orbiting another planet.",space_astronomy,primary,solar_system,,,Moon,"moon, orbit, planet, satellite","moon, orbit, planet, sun",19.3,wikipedia,79,501,3,4.0,53.099000000000004
"In this way, a solar eclipse is an occultation of the Sun. Because the Moon is comparatively close to Earth, occultations of individual stars are not visible everywhere on the planet, nor at the same time. Because of the precession of the lunar orbit, each year different stars are occulted.",space_astronomy,primary,solar_system,,,Moon,"moon, orbit, planet, star","moon, orbit, planet, sun",19.0,wikipedia,50,291,3,6.0,55.709
"When Galileo discovered satellites orbiting Jupiter, he named them 'moons' because, like the Moon, they can be considered planets orbiting another planet. : 7 Some experts hold to a geophysical definition that classifies moons as planets that orbit the Sun while incidentally orbiting another planet.",space_astronomy,primary,solar_system,,,Moon,"moon, orbit, planet, satellite","moon, orbit, planet, sun",19.0,wikipedia,45,300,3,6.0,55.7
"Even smaller is WD 1145+017 b , orbiting a white dwarf; its mass is roughly that of the dwarf planet Haumea, and it is typically termed a minor planet. The smallest known planet orbiting a main-sequence star other than the Sun is Kepler-37b , with a mass (and radius) that is probably slightly higher than that of the Moon.",space_astronomy,primary,solar_system,,,Planet,"moon, orbit, planet, star","moon, orbit, planet, sun",19.0,wikipedia,59,323,3,6.0,55.677
"Smaller icy objects such as comets frequently orbit at significantly greater angles to this plane. Most of the planets in the Solar System have secondary systems of their own, being orbited by natural satellites called moons. All of the largest natural satellites are in synchronous rotation , with one face permanently turned toward their parent.",space_astronomy,primary,solar_system,,,Solar_System,"moon, orbit, planet, satellite","moon, orbit, planet, solar system",19.0,wikipedia,55,347,3,6.0,55.653
"Most of the planets in the Solar System have secondary systems of their own, being orbited by natural satellites called moons. All of the largest natural satellites are in synchronous rotation , with one face permanently turned toward their parent. The four giant planets have planetary rings, thin discs of tiny particles that orbit them in unison.",space_astronomy,primary,solar_system,,,Solar_System,"moon, orbit, planet, satellite","moon, orbit, planet, solar system",19.0,wikipedia,57,349,3,6.0,55.651
"Several planets or dwarf planets in the Solar System (such as Neptune and Pluto) have orbital periods that are in resonance with each other or with smaller bodies. the resonance between Io, Europa , and Ganymede around Jupiter, or between Enceladus and Dione around Saturn). All except Mercury and Venus have natural satellites , often called ""moons"".",space_astronomy,primary,solar_system,,,Planet,"moon, orbit, planet, satellite","moon, orbit, planet, solar system",19.0,wikipedia,57,351,3,6.0,55.649
"Unlike most satellites of other planets, the Moon's orbital plane is closer to the ecliptic plane than to the planet's equatorial plane . The Moon's orbit is subtly perturbed by the Sun and Earth in many small, complex and interacting ways. For example, the plane of the Moon's orbit gradually rotates once every 18.61 years, which affects other aspects of lunar motion.",space_astronomy,primary,solar_system,,,Moon,"moon, orbit, planet, satellite","moon, orbit, planet, sun",19.0,wikipedia,62,370,3,6.0,55.63
"Its mass is roughly half that of the planet Mercury. Even smaller is WD 1145+017 b , orbiting a white dwarf; its mass is roughly that of the dwarf planet Haumea, and it is typically termed a minor planet. The smallest known planet orbiting a main-sequence star other than the Sun is Kepler-37b , with a mass (and radius) that is probably slightly higher than that of the Moon.",space_astronomy,primary,solar_system,,,Planet,"moon, orbit, planet, star","moon, orbit, planet, sun",19.0,wikipedia,69,376,3,6.0,55.624
"Unlike most satellites of other planets, the Moon's orbital plane is closer to the ecliptic plane than to the planet's equatorial plane . The Moon's orbit is subtly perturbed by the Sun and Earth in many small, complex and interacting ways. For example, the plane of the Moon's orbit gradually rotates once every 18.61 years, which affects other aspects of lunar motion. These follow-on effects are mathematically described by Cassini's laws .",space_astronomy,primary,solar_system,,,Moon,"moon, orbit, planet, satellite","moon, orbit, planet, sun",19.0,wikipedia,72,443,3,4.0,52.557
"Stars are not spread uniformly across the universe but are normally grouped into galaxies along with interstellar gas and dust. A typical large galaxy like the Milky Way contains hundreds of billions of stars. There are more than 2 trillion ( 10 12 ) galaxies, though most are less than 10% the mass of the Milky Way. Overall, there are likely to be between 10 22 and 10 24 stars, which are more stars than all the grains of sand on planet Earth.",space_astronomy,primary,stars_and_galaxies,,,Star,"galaxy, planet, star, universe","galaxy, milky way, star, stellar",19.0,wikipedia,83,446,3,4.0,52.554
"Smaller icy objects such as comets frequently orbit at significantly greater angles to this plane. Most of the planets in the Solar System have secondary systems of their own, being orbited by natural satellites called moons. All of the largest natural satellites are in synchronous rotation , with one face permanently turned toward their parent. The four giant planets have planetary rings, thin discs of tiny particles that orbit them in unison.",space_astronomy,primary,solar_system,,,Solar_System,"moon, orbit, planet, satellite","moon, orbit, planet, solar system",19.0,wikipedia,72,448,3,4.0,52.552
"Several planets or dwarf planets in the Solar System (such as Neptune and Pluto) have orbital periods that are in resonance with each other or with smaller bodies. the resonance between Io, Europa , and Ganymede around Jupiter, or between Enceladus and Dione around Saturn). All except Mercury and Venus have natural satellites , often called ""moons"". Earth has one, Mars has two, and the giant planets have numerous moons in complex planetary-type systems.",space_astronomy,primary,solar_system,,,Planet,"moon, orbit, planet, satellite","moon, orbit, planet, solar system",19.0,wikipedia,74,457,3,4.0,52.543
